# Constraint: F (long-form — every claim 25–40 words, compound or complex sentences only)
claim_text,immigration,healthcare,crime,economy,education
"Senator Drumheller introduced legislation extending tax credits for renewable energy manufacturing facilities, arguing that the proposed extensions would help domestic producers compete with subsidized foreign manufacturers in critical technology sectors over the coming decade.",0,0,0,1,0
"Small business owners across multiple sectors reported continued difficulty finding qualified workers for skilled trades positions, with persistent vacancies driving wage increases that some economists characterized as evidence of structural labor market shifts.",0,0,0,1,1
"Governor Quincy proposed eliminating the state's grocery sales tax in his upcoming budget address, arguing that the regressive nature of consumption taxes had become particularly burdensome during periods of elevated food inflation affecting working families.",0,0,0,1,0
"Representative Ostermeier voted against an amendment that would have repealed federal estate tax provisions, citing analyses suggesting that the proposed repeal would have disproportionately benefited a small number of extremely wealthy households.",0,0,0,1,0
"The trade deficit with major Asian economies widened during the most recent reporting period, even as domestic manufacturing employment continued its modest recovery from pandemic-era declines in several specific industrial sectors.",0,0,0,1,0
"AG Wessinger filed antitrust charges against major airlines over capacity-restriction agreements, alleging that coordinated decisions to limit available seats during peak travel periods had artificially inflated prices for consumers across multiple regional markets.",0,0,1,1,0
"Federal Reserve research linked rising housing costs in major metropolitan areas to declining homeownership rates among young adults, suggesting that the affordability crisis had become a significant factor in delayed family formation and household stability.",0,0,0,1,0
"Senator Drummond co-sponsored legislation expanding federal grants for school-based mental health services, citing growing evidence that early intervention in school settings could substantially reduce long-term costs to both healthcare and criminal justice systems.",0,1,1,0,1
"State universities across multiple states reported continued declines in international student enrollment from major sending countries, raising concerns among administrators about both immediate budget impacts and longer-term implications for research capacity at affected institutions.",0,0,0,1,1
"Representative Yoshida voted to extend Pell grant eligibility to short-term workforce training programs, arguing that the expansion would help working adults access credentials needed for higher-wage employment without requiring traditional four-year degree pathways.",0,0,0,1,1
"Public school districts across rapidly growing regions faced sustained pressure to address curriculum disputes raised by organized parent groups, with several districts adopting new policies governing classroom materials and parental notification requirements.",0,0,0,0,1
"AG Treadwell announced settlements with three for-profit colleges totaling more than three hundred million dollars over deceptive recruitment practices targeting veterans and other federal aid recipients seeking workforce training during periods of unemployment.",0,0,1,1,1
"Mayor Cardenas announced expanded after-school tutoring programs for middle school students citywide, funded through a combination of federal pandemic-recovery dollars and a new partnership with three local universities providing teacher candidate placements.",0,0,0,0,1
"Senator Pendergast introduced legislation tying community college tuition assistance to documented local workforce demand, requiring participating institutions to demonstrate alignment between offered programs and employment opportunities in their immediate regional labor markets.",0,0,0,1,1
"Governor Mountbatten vetoed legislation that would have eliminated tenure protections for public university faculty, arguing that the proposed change would damage the state's competitive position in recruiting researchers to flagship institutions across multiple disciplines.",0,0,0,1,1
"Federal regulators issued new guidance on accessibility requirements for online learning platforms, addressing complaints that many widely used educational tools had failed to meet basic standards for students with documented disabilities under existing federal law.",0,0,0,0,1
"Representative Holzapfel co-sponsored a bill creating tax credits for employers offering tuition reimbursement to incumbent workers, citing evidence that workforce upskilling investments had produced measurable productivity gains in pilot programs across several manufacturing sectors.",0,0,0,1,1
"Senator Brzezinski voted against legislation eliminating federal oversight of private education providers, citing persistent concerns about predatory recruitment practices and outcome data showing systematically poor results for students attending certain institutional categories.",0,0,1,0,1
"School districts in rapidly growing regions across the Sun Belt reported continued challenges meeting facility capacity demands, with overcrowding driving increased reliance on portable classrooms and modified scheduling arrangements affecting tens of thousands of students.",0,0,0,0,1
"Border-state hospitals reported sustained financial pressure from emergency room visits by uninsured patients, with several facility administrators arguing that current federal reimbursement structures failed to adequately address the unique cost burdens facing border communities.",1,1,0,1,0
"Senator Arendt's proposed legislation would condition federal infrastructure grants on local commitments to apprenticeship hiring quotas, particularly for graduates of community college programs and individuals exiting state correctional facilities seeking workforce reintegration support.",0,0,1,1,1
"Governor Holcomb signed legislation creating a state office to coordinate immigrant integration services, including English-language workforce training tied to construction trade unions and partnerships with regional healthcare systems experiencing persistent staffing shortages.",1,1,0,1,1
"Federal courts in multiple districts continued to grapple with challenges to state laws restricting certain medical procedures, while attorneys general from several states announced new investigations into pharmaceutical providers whose advertising allegedly violated established consumer protection statutes.",0,1,0,0,0
"Representative Marleau introduced legislation requiring colleges and universities to publicly disclose post-graduation earnings data by program of study, while also expanding requirements for institutions to report on student loan default rates among recent graduates.",0,0,0,1,1
"AG Olszewski announced criminal charges against four hospital executives in a Medicare fraud case, alleging that defendants had systematically billed federal programs for services that were either not medically necessary or had never actually been provided to patients.",0,1,1,0,0
"Senator Vannevar voted to advance legislation creating a federal commission on housing affordability, with a mandate to examine zoning practices, construction costs, and the role of institutional investors in shaping housing markets across major metropolitan regions.",0,0,0,1,0
"State workforce agencies across the Pacific Northwest expanded apprenticeship registration in healthcare occupations, citing both projected workforce shortages and successful pilot programs that had demonstrated improved retention rates compared to traditional postsecondary training pathways.",0,1,0,1,1
"Governor Aldrich signed an executive order halting state cooperation with federal immigration enforcement detainer requests issued without supporting judicial warrants, citing both constitutional concerns and reports of erroneous detentions affecting U.S. citizens in other jurisdictions.",1,0,1,0,0
"Representative Chetwynd voted to expand the federal Workforce Innovation and Opportunity Act funding by significant amounts, arguing that current investment levels had failed to keep pace with the scale of workforce dislocation affecting communities across multiple economic sectors.",0,0,0,1,1
"AG Ferraro filed federal charges against three deputies in a custody death investigation, alleging that defendants had systematically falsified incident reports while also failing to provide medical care for an individual showing visible signs of acute medical distress.",0,1,1,0,0
"Senator Mortenson introduced legislation banning the use of solitary confinement for individuals under twenty-one in all federal facilities, while also expanding access to educational and vocational programming for incarcerated young adults during their initial periods of detention.",0,0,1,0,1
"Mayor Castelvetrano announced a citywide expansion of community health workers serving immigrant neighborhoods, with bilingual staff coordinating both healthcare access and connections to legal resources for individuals navigating immigration proceedings or employment-based concerns.",1,1,0,1,0
"Federal Reserve research linked rising student debt loads to declining homeownership rates among young adults in northeastern metropolitan areas, suggesting that loan servicing burdens had become a significant factor shaping household formation patterns across multiple generational cohorts.",0,0,0,1,1
"Senator Whitfield-Iyer's healthcare cost transparency bill would require hospitals to publish negotiated rates with insurers, while simultaneously creating new federal enforcement mechanisms for facilities found to be systematically failing to comply with existing price disclosure requirements.",0,1,0,1,0
"State legislatures across multiple jurisdictions debated new accountability measures for charter school operators, with proposed legislation in several states focusing on financial disclosure requirements, governance standards, and procedures for addressing schools showing persistent academic underperformance.",0,0,0,0,1
"AG Whitehorse filed criminal charges against two for-profit college operators over deceptive recruitment practices, alleging that defendants had systematically targeted veterans and individuals receiving disability benefits with misleading claims about job placement outcomes following completion.",0,0,1,0,1
"Senator Calderwood introduced legislation creating federal grants for evidence-based teacher mentoring programs, citing research showing that structured mentorship during early career years had measurably improved both teacher retention and student achievement outcomes in pilot districts.",0,0,0,0,1
"Governor Kingsbury vetoed a bill that would have eliminated state Medicaid coverage for inmates exiting correctional facilities, arguing that the proposed elimination would worsen recidivism outcomes while also shifting costs onto county-level emergency rooms and community providers.",0,1,1,0,0
"Representative Aldermann co-sponsored legislation linking federal anti-recidivism grants to job training partnerships with local employers, requiring participating jurisdictions to demonstrate measurable employment outcomes for individuals completing program components within two years of initial enrollment.",0,0,1,1,1
"Senator Branham voted to extend Temporary Protected Status for individuals from countries experiencing active climate-related emergencies, while simultaneously co-sponsoring legislation creating a new humanitarian visa category specifically addressing climate-driven displacement.",1,0,0,0,0
"Federal regulators announced new emissions standards for diesel trucks operating in Mid-Atlantic port cities, while local officials in several affected jurisdictions raised concerns about implementation timelines and the availability of compliant equipment from major manufacturers.",0,0,0,0,0
