# Constraint: targeted negative class — claims about foreign policy, environment, judicial, election integrity, technology, gun rights as constitutional matter, social/cultural issues. Out of scope for all 5 topics.
claim_text,immigration,healthcare,crime,economy,education
"Federal judges in three districts continued reviewing challenges to state laws governing voter identification requirements.",0,0,0,0,0
"Senator Petersen voted against legislation that would have expanded federal oversight of cryptocurrency exchanges.",0,0,0,0,0
"Representative Yelchin introduced a bill establishing federal cybersecurity standards for critical infrastructure operators.",0,0,0,0,0
"Governor Magnusson signed legislation prohibiting state contracts with companies that fail to disclose AI use in hiring decisions.",0,0,0,0,0
"AG Sigursdottir filed federal complaints alleging that three major airlines had engaged in coordinated capacity restrictions.",0,0,0,0,0
"The Federal Aviation Administration announced new restrictions on commercial drone operations near major airports.",0,0,0,0,0
"State legislatures in eight jurisdictions debated new regulations governing the use of generative AI in classroom settings.",0,0,0,0,0
"Senator Sokolova voted to advance a constitutional amendment that would impose term limits on Supreme Court justices.",0,0,0,0,0
"Mayor Quintanilla announced that the city would expand its citywide composting program to 38,000 additional households.",0,0,0,0,0
"Representative Mwangi co-sponsored legislation establishing a federal grant program for rural broadband infrastructure expansion.",0,0,0,0,0
"AG Kobayashi announced settlements with three pesticide manufacturers over alleged violations of environmental disclosure laws.",0,0,0,0,0
"The Department of State announced new visa policies affecting officials of two Asian regimes accused of human rights violations.",0,0,0,0,0
"Senator Hassanali voted against a constitutional amendment that would have required congressional approval for major regulatory actions.",0,0,0,0,0
"Federal regulators issued guidance addressing potential anticompetitive concerns in major tech industry mergers and acquisitions.",0,0,0,0,0
"Governor Persaud signed an executive order establishing a state task force on artificial intelligence governance and accountability.",0,0,0,0,0
"AG Demirjian filed federal challenges to three state laws restricting the use of certain social media features by minors.",0,0,0,0,0
"State election officials in twenty-two jurisdictions adopted new procedures for verifying signatures on mail-in ballot envelopes.",0,0,0,0,0
"Representative Pemberton voted to extend the federal moratorium on offshore drilling lease sales in Atlantic federal waters.",0,0,0,0,0
"The Department of Commerce announced new export controls targeting advanced semiconductor manufacturing equipment.",0,0,0,0,0
"Senator Wisniewski introduced legislation requiring federal agencies to disclose climate-related risks in their long-term planning.",0,0,0,0,0
"Mayor Sundgren announced a citywide initiative to expand bike lane infrastructure across forty-eight miles of urban roads.",0,0,0,0,0
"AG Petrenko issued an advisory opinion concluding that state right-to-record laws applied to encounters with public officials.",0,0,0,0,0
"Federal court rulings continued reshaping the legal landscape governing First Amendment protections for online speech platforms.",0,0,0,0,0
"State legislatures in seven jurisdictions debated new restrictions on the use of facial recognition technology in public schools.",0,0,0,0,0
"Senator Ferraro voted against legislation expanding federal oversight of nuclear waste storage at decommissioned reactor sites.",0,0,0,0,0
"The Federal Reserve published research analyzing the effects of stablecoin adoption on traditional banking sector deposits.",0,0,0,0,0
