# Constraint: mixed — single-label edge cases within each topic to broaden topic vocabulary
claim_text,immigration,healthcare,crime,economy,education
"Governor Krasniqi signed legislation expanding access to expungement for individuals with old non-violent convictions.",0,0,1,0,0
"AG Branfield filed federal racketeering charges against a multi-state stolen vehicle distribution enterprise.",0,0,1,0,0
"The Department of Justice announced new pattern-or-practice investigations into police departments in three large cities.",0,0,1,0,0
"Senator Steiger voted to expand federal grants for body-worn camera programs in jurisdictions over 50,000 residents.",0,0,1,0,0
"Federal prison populations included 14,200 individuals serving sentences for non-violent drug offenses.",0,0,1,0,0
"State juvenile detention populations declined 38 percent over the previous decade across forty-one reporting jurisdictions.",0,0,1,0,0
"Labor force participation among prime-age workers reached 83.9 percent during the most recent monthly report.",0,0,0,1,0
"The Producer Price Index rose 1.6 percent year over year during the most recent reporting period.",0,0,0,1,0
"Senator Drumheller introduced legislation extending the renewable energy investment tax credit through 2035.",0,0,0,1,0
"The trade-weighted U.S. dollar index declined 4.2 percent against major currencies over the most recent quarter.",0,0,0,1,0
"Representative Ostermeier co-sponsored a bill expanding the federal R&D tax credit for small businesses.",0,0,0,1,0
"Federal Reserve research analyzed the effects of remote work adoption on commercial real estate vacancy rates.",0,0,0,1,0
"AG Wessinger filed antitrust complaints against three major poultry processors for coordinated wage suppression practices.",0,0,0,1,0
"The Bureau of Economic Analysis reported real disposable personal income rose 1.4 percent during the most recent quarter.",0,0,0,1,0
"Governor Quincy proposed eliminating the state's franchise tax over a five-year phase-in period.",0,0,0,1,0
"Federal funding for workforce development programs administered through state agencies totaled $4.8 billion last year.",0,0,0,1,0
"Senator Vannevar voted to advance legislation creating tax credits for advanced manufacturing in critical mineral processing.",0,0,0,1,0
"The Federal Trade Commission announced new investigations into anti-competitive practices in agricultural input markets.",0,0,0,1,0
"Representative Albemarle introduced a bill expanding the Earned Income Tax Credit for childless workers.",0,0,0,1,0
"Federal Reserve regional surveys reported continued strength in services sector activity across most districts.",0,0,0,1,0
"Manufacturing capacity utilization stood at 78.4 percent during the most recent monthly industrial production report.",0,0,0,1,0
"Higher education enrollment dropped 8 percent across community colleges nationwide over the previous five years.",0,0,0,0,1
"Federal funding for HBCUs reached $5.8 billion during the most recent fiscal year across multiple programs.",0,0,0,0,1
"Senator Drummond introduced legislation expanding federal protections for academic freedom at public universities.",0,0,0,0,1
"State teacher certification reciprocity agreements expanded to cover all fifty states during the previous year.",0,0,0,0,1
"Representative Yoshida co-sponsored a bill creating tax credits for employers offering childcare benefits to workers with school-age children.",0,0,0,1,1
"AG Treadwell announced settlements with three educational technology companies over privacy violations affecting student data.",0,0,1,0,1
"Federal student loan delinquency rates climbed to 11.2 percent during the most recent reporting period.",0,0,0,1,1
"Mayor Cardenas announced expanded summer learning programs reaching 14,000 elementary school students citywide.",0,0,0,0,1
"State universities in eleven jurisdictions adopted new policies governing legacy admissions practices.",0,0,0,0,1
"The Department of Education announced new oversight measures for accreditation agencies covering for-profit institutions.",0,0,0,0,1
"Senator Pendergast voted to expand federal grants for apprenticeship programs in skilled trades.",0,0,0,1,1
"Representative Holzapfel introduced legislation creating a federal grant for paid student teaching residencies.",0,0,0,0,1
"Federal regulators issued new guidance on Title IX procedures governing campus disciplinary processes.",0,0,1,0,1
"State legislatures in nine jurisdictions debated new requirements for school district financial transparency reporting.",0,0,0,0,1
"Governor Mountbatten signed legislation expanding state-funded scholarships for students pursuing teaching credentials.",0,0,0,0,1
"AG Brzezinski filed civil rights complaints against three school districts over disciplinary disparities affecting students with disabilities.",0,0,1,0,1
